,user_level,gender,education,city_level,purchase_power,marital_status,age,None,x,y,cluster
48,10,F,-1.0,1.0,3.0,S,26-35,,30.814455,-38.47472,5
49,10,F,2.0,-1.0,3.0,M,26-35,,33.064609999999995,-73.89634000000001,4
50,10,F,2.0,2.0,2.0,M,26-35,,27.707552000000003,-74.36267,4
51,10,F,3.0,1.0,2.0,S,16-25,,27.457663,-39.328,5
52,10,F,3.0,2.0,2.0,M,36-45,,62.480164,-39.433273,4
53,10,F,3.0,2.0,2.0,M,46-55,,-0.041622117,55.186156999999994,6
54,10,F,3.0,2.0,4.0,S,26-35,,-85.47443,23.779041,12
55,10,F,3.0,4.0,2.0,M,26-35,,27.138997999999997,44.692028,2
56,10,F,4.0,1.0,2.0,M,26-35,,14.184729999999998,-6.1938763,2
57,10,F,4.0,1.0,2.0,M,36-45,,30.399649,18.377289,2
58,10,M,-1.0,2.0,-1.0,U,26-35,,-19.02545,9.679881,10
59,10,M,4.0,2.0,2.0,M,36-45,,12.216692,86.94668,1
60,10,U,-1.0,-1.0,-1.0,U,U,,-8.681581,-47.20473,8
61,1,F,-1.0,-1.0,-1.0,M,16-25,,-45.510017,63.435673,13
62,1,F,-1.0,-1.0,-1.0,M,26-35,,-40.50057,-14.403670000000002,11
63,1,F,-1.0,-1.0,-1.0,M,36-45,,83.44444,20.715975,14
64,1,F,-1.0,-1.0,-1.0,M,46-55,,-56.034153,41.16753,13
65,1,F,-1.0,-1.0,-1.0,M,>=56,,35.263973,-3.2689748,14
66,1,F,-1.0,-1.0,-1.0,S,16-25,,4.2030306,-80.4732,9
67,1,F,-1.0,-1.0,-1.0,S,26-35,,8.1194,-57.485085,5
68,1,F,-1.0,-1.0,-1.0,S,36-45,,-27.64994,23.575917999999998,6
69,1,F,-1.0,-1.0,-1.0,S,46-55,,30.265999,17.239874,2
70,1,F,-1.0,-1.0,-1.0,S,>=56,,-5.664678599999999,74.83736,1
71,1,F,-1.0,-1.0,-1.0,U,16-25,,-3.4312403,-36.600506,8
72,1,F,-1.0,-1.0,-1.0,U,26-35,,-16.324003,-52.80080400000001,8
73,1,F,-1.0,-1.0,-1.0,U,36-45,,-42.152206,-61.2192,8
74,1,F,-1.0,-1.0,-1.0,U,46-55,,-48.653904,-55.134686,8
75,1,F,-1.0,-1.0,-1.0,U,>=56,,80.24265,25.177309,14
76,1,F,-1.0,-1.0,2.0,M,16-25,,-33.772197999999996,-9.679575999999999,11
77,1,F,-1.0,-1.0,2.0,M,26-35,,-34.46913,7.203931,11
78,1,F,-1.0,-1.0,2.0,M,36-45,,-25.581541,-39.688109999999995,15
79,1,F,-1.0,-1.0,2.0,M,46-55,,55.14677,1.789657,7
80,1,F,-1.0,-1.0,2.0,M,>=56,,9.623704,4.162986,16
81,1,F,-1.0,-1.0,2.0,S,16-25,,-17.318165,-36.841353999999995,15
82,1,F,-1.0,-1.0,2.0,S,26-35,,-57.477084999999995,34.82541,13
83,1,F,-1.0,-1.0,2.0,S,36-45,,-51.14971,-12.387046,11
84,1,F,-1.0,-1.0,2.0,S,46-55,,-7.3660326000000005,20.053835,6
85,1,F,-1.0,-1.0,2.0,S,>=56,,-15.9432335,-22.522543,3
86,1,F,-1.0,-1.0,3.0,M,16-25,,82.36915,12.842036,14
87,1,F,-1.0,-1.0,3.0,M,26-35,,54.178295,22.90201,14
88,1,F,-1.0,-1.0,3.0,M,36-45,,42.660778,7.831059,14
89,1,F,-1.0,-1.0,3.0,M,46-55,,-50.330883,-12.930582000000001,11
90,1,F,-1.0,-1.0,3.0,M,>=56,,-39.64476,-34.04125,15
91,1,F,-1.0,-1.0,3.0,S,16-25,,-42.758682,-60.80019,8
92,1,F,-1.0,-1.0,3.0,S,26-35,,72.35478,29.51148,14
93,1,F,-1.0,-1.0,3.0,S,36-45,,-27.668616999999998,63.708443,13
94,1,F,-1.0,-1.0,3.0,S,46-55,,-70.33208499999999,6.5862169999999995,17
95,1,F,-1.0,-1.0,3.0,S,>=56,,48.4661,51.907585,1
96,1,F,-1.0,-1.0,3.0,U,16-25,,-2.0080597,-8.26499,2
97,1,F,-1.0,-1.0,4.0,M,16-25,,50.212703999999995,18.716599,14
98,1,F,-1.0,-1.0,4.0,M,26-35,,7.958013,-25.061165,14
99,1,F,-1.0,-1.0,4.0,M,36-45,,-28.544952000000002,-39.805766999999996,15
100,1,F,-1.0,-1.0,4.0,M,46-55,,-53.884888000000004,-9.919825999999999,11
101,1,F,-1.0,-1.0,4.0,M,>=56,,60.294903000000005,-24.415357999999998,4
102,1,F,-1.0,-1.0,4.0,S,16-25,,-51.885914,-51.286446000000005,8
103,1,F,-1.0,-1.0,4.0,S,26-35,,51.78373,20.511898000000002,14
104,1,F,-1.0,-1.0,4.0,S,36-45,,21.770521,-15.18115,14
105,1,F,-1.0,-1.0,4.0,S,46-55,,-46.226772,62.47425500000001,13
106,1,F,-1.0,-1.0,4.0,S,>=56,,34.476859999999995,-52.598515,18
107,1,F,-1.0,-1.0,4.0,U,26-35,,-3.1963496,5.268656,2
108,1,F,-1.0,-1.0,5.0,M,16-25,,20.36796,-0.7098741999999999,2
109,1,F,-1.0,-1.0,5.0,M,36-45,,10.133275,-46.147877,5
110,1,F,-1.0,-1.0,5.0,S,16-25,,61.610725,-27.16497,4
111,1,F,-1.0,1.0,-1.0,M,16-25,,33.589306,-53.680374,18
112,1,F,-1.0,1.0,-1.0,M,26-35,,51.91166,-61.434498,4
113,1,F,-1.0,1.0,-1.0,M,36-45,,15.500808,-19.80172,14
114,1,F,-1.0,1.0,-1.0,M,46-55,,59.845566000000005,0.5474493,7
115,1,F,-1.0,1.0,-1.0,M,>=56,,-40.490520000000004,-14.403610999999998,11
116,1,F,-1.0,1.0,-1.0,S,16-25,,-59.94256600000001,13.971287,11
117,1,F,-1.0,1.0,-1.0,S,26-35,,20.653101,34.86858,19
118,1,F,-1.0,1.0,-1.0,S,46-55,,-80.795204,31.661184000000002,12
119,1,F,-1.0,1.0,-1.0,U,16-25,,-4.7886394999999995,-41.01726,8
120,1,F,-1.0,1.0,-1.0,U,26-35,,-26.250874,-59.241443999999994,8
121,1,F,-1.0,1.0,-1.0,U,36-45,,-44.66225,-59.26249,8
122,1,F,-1.0,1.0,-1.0,U,46-55,,78.14116999999999,26.922817,14
123,1,F,-1.0,1.0,-1.0,U,>=56,,36.029648,-2.3035507,14
124,1,F,-1.0,1.0,2.0,M,16-25,,-43.130188000000004,-30.910202,15
125,1,F,-1.0,1.0,2.0,M,26-35,,-35.686996,-11.911919000000001,11
126,1,F,-1.0,1.0,2.0,M,36-45,,-28.182470000000002,64.93007,13
127,1,F,-1.0,1.0,2.0,M,46-55,,84.41948000000001,-17.219433,7
128,1,F,-1.0,1.0,2.0,M,>=56,,44.118109999999994,-68.34524499999999,4
129,1,F,-1.0,1.0,2.0,S,16-25,,33.28484,-5.553957,14
130,1,F,-1.0,1.0,2.0,S,26-35,,-19.306362,-37.72461,15
131,1,F,-1.0,1.0,2.0,S,36-45,,32.668224,28.150509999999997,2
132,1,F,-1.0,1.0,2.0,S,46-55,,-22.00233,-24.142044,3
133,1,F,-1.0,1.0,2.0,S,>=56,,9.093194,15.741948999999998,6
134,1,F,-1.0,1.0,2.0,U,16-25,,58.40558000000001,-51.43694,4
135,1,F,-1.0,1.0,3.0,M,16-25,,65.51909,29.591818,14
136,1,F,-1.0,1.0,3.0,M,26-35,,52.446316,21.23041,14
137,1,F,-1.0,1.0,3.0,M,36-45,,22.383104,-14.726477,14
138,1,F,-1.0,1.0,3.0,M,46-55,,-58.42835600000001,1.2281157,11
139,1,F,-1.0,1.0,3.0,M,>=56,,-71.97100999999999,0.26403624,17
140,1,F,-1.0,1.0,3.0,S,16-25,,-41.99369,-61.323666,8
141,1,F,-1.0,1.0,3.0,S,26-35,,78.41629,26.732645,14
142,1,F,-1.0,1.0,3.0,S,36-45,,11.056989999999999,-23.084985999999997,14
143,1,F,-1.0,1.0,3.0,S,46-55,,5.1426625,-79.33031,9
144,1,F,-1.0,1.0,3.0,S,>=56,,17.811485,32.484543,19
145,1,F,-1.0,1.0,3.0,U,16-25,,0.47330415,-87.79799999999999,9
146,1,F,-1.0,1.0,3.0,U,26-35,,39.62894,-32.067753,5
147,1,F,-1.0,1.0,4.0,M,16-25,,9.784619000000001,-23.908079999999998,14
148,1,F,-1.0,1.0,4.0,M,26-35,,-16.328205,10.167282,10
149,1,F,-1.0,1.0,4.0,M,36-45,,-55.908016,41.962807,13
150,1,F,-1.0,1.0,4.0,M,46-55,,12.343136999999999,4.1324186,16
151,1,F,-1.0,1.0,4.0,M,>=56,,-20.323276999999997,9.43923,10
152,1,F,-1.0,1.0,4.0,S,16-25,,-49.041909999999994,-54.67941999999999,8
153,1,F,-1.0,1.0,4.0,S,26-35,,-21.304560000000002,-38.519215,15
154,1,F,-1.0,1.0,4.0,S,36-45,,-49.484653,57.50484,13
155,1,F,-1.0,1.0,4.0,S,46-55,,-29.808458,67.22086999999999,13
156,1,F,-1.0,1.0,4.0,S,>=56,,14.179003,26.37535,19
157,1,F,-1.0,1.0,4.0,U,26-35,,-82.01041,-19.799654,0
158,1,F,-1.0,1.0,5.0,M,26-35,,3.1819427000000005,53.290046999999994,6
159,1,F,-1.0,1.0,5.0,S,16-25,,13.785395000000001,-7.551112700000001,2
160,1,F,-1.0,2.0,-1.0,M,16-25,,-27.216778,-39.84138,15
161,1,F,-1.0,2.0,-1.0,M,26-35,,80.77974,-9.238061,7
162,1,F,-1.0,2.0,-1.0,M,36-45,,-39.46327,-62.632427,8
163,1,F,-1.0,2.0,-1.0,M,46-55,,54.370934,23.077824,14
164,1,F,-1.0,2.0,-1.0,M,>=56,,17.191881,-18.504807999999997,14
165,1,F,-1.0,2.0,-1.0,S,16-25,,-35.47805,-11.725342999999999,11
166,1,F,-1.0,2.0,-1.0,S,26-35,,-71.878105,1.8252221000000002,17
167,1,F,-1.0,2.0,-1.0,S,36-45,,-84.547935,24.957258,12
168,1,F,-1.0,2.0,-1.0,S,46-55,,-9.671889,21.141567000000002,6
169,1,F,-1.0,2.0,-1.0,U,16-25,,-2.8146086,-27.280341999999997,8
170,1,F,-1.0,2.0,-1.0,U,26-35,,-3.501352,-36.911087,8
171,1,F,-1.0,2.0,-1.0,U,36-45,,-9.987474,-48.458164000000004,8
172,1,F,-1.0,2.0,-1.0,U,46-55,,-9.75629,-48.255863,8
173,1,F,-1.0,2.0,-1.0,U,<=15,,-11.108213000000001,50.737667,6
174,1,F,-1.0,2.0,-1.0,U,>=56,,-59.342307999999996,-41.958702,8
175,1,F,-1.0,2.0,2.0,M,16-25,,63.530766,28.968465999999996,14
176,1,F,-1.0,2.0,2.0,M,26-35,,30.39465,-8.378642999999999,14
177,1,F,-1.0,2.0,2.0,M,36-45,,-37.183937,-36.054157000000004,15
178,1,F,-1.0,2.0,2.0,M,46-55,,-17.095509,10.057478999999999,10
179,1,F,-1.0,2.0,2.0,M,>=56,,-12.766541,-87.479614,9
180,1,F,-1.0,2.0,2.0,S,16-25,,-41.34534,-61.718990000000005,8
181,1,F,-1.0,2.0,2.0,S,26-35,,51.700336,20.41929,14
182,1,F,-1.0,2.0,2.0,S,36-45,,-32.557606,2.1637747000000003,11
183,1,F,-1.0,2.0,2.0,S,46-55,,70.7436,-3.3601635,7
184,1,F,-1.0,2.0,2.0,S,>=56,,-96.68863,5.870393,12
185,1,F,-1.0,2.0,2.0,U,36-45,,-21.408279999999998,23.148258,6
186,1,F,-1.0,2.0,3.0,M,16-25,,-26.958934999999997,-59.756863,8
187,1,F,-1.0,2.0,3.0,M,26-35,,-27.335423,-60.03761,8
188,1,F,-1.0,2.0,3.0,M,36-45,,-58.868862,-42.674659999999996,8
189,1,F,-1.0,2.0,3.0,M,46-55,,45.223442,11.937361,14
190,1,F,-1.0,2.0,3.0,M,>=56,,-27.50968,57.290333,13
191,1,F,-1.0,2.0,3.0,S,16-25,,-5.365696,-42.229996,8
192,1,F,-1.0,2.0,3.0,S,26-35,,-33.407852,-63.182643999999996,8
193,1,F,-1.0,2.0,3.0,S,36-45,,-50.855959999999996,-52.515080000000005,8
194,1,F,-1.0,2.0,3.0,S,46-55,,43.847435,9.763743,14
195,1,F,-1.0,2.0,3.0,S,>=56,,7.0541529999999995,-25.596388,14
196,1,F,-1.0,2.0,3.0,U,16-25,,-41.86359,67.08665500000001,13
197,1,F,-1.0,2.0,3.0,U,26-35,,75.15357,-5.782519000000001,7
198,1,F,-1.0,2.0,3.0,U,36-45,,-95.40520500000001,-3.3252535000000005,12
199,1,F,-1.0,2.0,3.0,U,46-55,,15.161805,-42.402029999999996,5
200,1,F,-1.0,2.0,4.0,M,16-25,,-39.739937,-62.522663,8
201,1,F,-1.0,2.0,4.0,M,26-35,,63.674038,29.023106,14
202,1,F,-1.0,2.0,4.0,M,36-45,,83.64888,20.251274,14
203,1,F,-1.0,2.0,4.0,M,46-55,,-35.758057,-37.068172,15
204,1,F,-1.0,2.0,4.0,M,>=56,,84.9103,-22.62556,7
205,1,F,-1.0,2.0,4.0,S,16-25,,-6.539383,-44.43295,8
206,1,F,-1.0,2.0,4.0,S,26-35,,-54.80951700000001,-47.667076,8
207,1,F,-1.0,2.0,4.0,S,36-45,,72.12100000000001,29.560776,14
208,1,F,-1.0,2.0,4.0,S,46-55,,19.279320000000002,-16.973955,14
209,1,F,-1.0,2.0,4.0,S,>=56,,-37.5055,-13.236989999999999,11
210,1,F,-1.0,2.0,4.0,U,16-25,,6.1461596,5.0050206,16
211,1,F,-1.0,2.0,4.0,U,26-35,,-19.169512,-23.29593,3
212,1,F,-1.0,2.0,4.0,U,36-45,,-96.83384000000001,4.4435925,12
213,1,F,-1.0,2.0,4.0,U,46-55,,-15.203823000000002,-10.70832,3
214,1,F,-1.0,2.0,5.0,M,16-25,,-8.141680000000001,54.401557999999994,6
215,1,F,-1.0,2.0,5.0,M,26-35,,47.14178,-8.667259,4
216,1,F,-1.0,2.0,5.0,M,36-45,,-29.247190000000003,37.380474,6
217,1,F,-1.0,2.0,5.0,S,16-25,,-8.266045,-64.296524,9
218,1,F,-1.0,2.0,5.0,S,26-35,,7.0496583,65.92421,1
219,1,F,-1.0,3.0,-1.0,M,16-25,,31.060923,-7.751317,14
220,1,F,-1.0,3.0,-1.0,M,26-35,,-21.913221,9.440677,10
221,1,F,-1.0,3.0,-1.0,M,36-45,,-47.016777000000005,-56.897957,8
222,1,F,-1.0,3.0,-1.0,M,46-55,,51.629128,20.341564,14
223,1,F,-1.0,3.0,-1.0,M,>=56,,-27.256495,58.986934999999995,13
224,1,F,-1.0,3.0,-1.0,S,16-25,,-27.756165999999997,63.956596,13
225,1,F,-1.0,3.0,-1.0,S,26-35,,-55.821915000000004,42.26713,13
226,1,F,-1.0,3.0,-1.0,S,36-45,,62.506622,-38.245445000000004,4
227,1,F,-1.0,3.0,-1.0,S,46-55,,10.30316,87.3087,1
228,1,F,-1.0,3.0,-1.0,S,>=56,,32.43526,74.36349,1
229,1,F,-1.0,3.0,-1.0,U,16-25,,-2.7717707000000003,-28.760506,8
230,1,F,-1.0,3.0,-1.0,U,26-35,,-4.6939454000000005,-40.79526,8
231,1,F,-1.0,3.0,-1.0,U,36-45,,-13.218060000000001,-50.919773,8
232,1,F,-1.0,3.0,-1.0,U,46-55,,-19.779839000000003,-54.813869999999994,8
233,1,F,-1.0,3.0,-1.0,U,>=56,,-53.780304,-48.92003,8
234,1,F,-1.0,3.0,2.0,M,16-25,,-58.039680000000004,31.030487,13
235,1,F,-1.0,3.0,2.0,M,26-35,,-39.787341999999995,68.38485,13
236,1,F,-1.0,3.0,2.0,M,36-45,,17.55931,-18.231522000000002,14
237,1,F,-1.0,3.0,2.0,M,46-55,,59.83368000000001,0.8135286,7
238,1,F,-1.0,3.0,2.0,M,>=56,,33.37238,-74.46172,4
239,1,F,-1.0,3.0,2.0,S,16-25,,82.81449,21.919641,14
240,1,F,-1.0,3.0,2.0,S,26-35,,31.974655,-6.8601675,14
241,1,F,-1.0,3.0,2.0,S,36-45,,-40.240826,68.16068,13
242,1,F,-1.0,3.0,2.0,S,46-55,,-13.808082999999998,-15.926292000000002,3
243,1,F,-1.0,3.0,2.0,S,>=56,,15.271201000000001,14.268301000000001,6
244,1,F,-1.0,3.0,2.0,U,26-35,,0.77726436,-87.54818,9
245,1,F,-1.0,3.0,3.0,M,16-25,,-54.661044999999994,-47.830784,8
246,1,F,-1.0,3.0,3.0,M,26-35,,80.49280999999999,24.949276,14
247,1,F,-1.0,3.0,3.0,M,36-45,,74.0385,28.964940000000002,14
248,1,F,-1.0,3.0,3.0,M,46-55,,-47.51845,-26.81757,15
249,1,F,-1.0,3.0,3.0,M,>=56,,-47.669261999999996,-26.667834999999997,15
250,1,F,-1.0,3.0,3.0,S,16-25,,-14.879806,-51.941340000000004,8
251,1,F,-1.0,3.0,3.0,S,26-35,,-45.668822999999996,-58.317474,8
252,1,F,-1.0,3.0,3.0,S,36-45,,59.166194999999995,26.864582000000002,14
253,1,F,-1.0,3.0,3.0,S,46-55,,-56.155494999999995,41.034298,13
254,1,F,-1.0,3.0,3.0,S,>=56,,-37.66676,-13.328345,11
255,1,F,-1.0,3.0,3.0,U,16-25,,17.354779999999998,-3.7495778,2
256,1,F,-1.0,3.0,3.0,U,26-35,,3.2806803999999996,-83.31401,9
257,1,F,-1.0,3.0,3.0,U,46-55,,60.412666,-49.03154,4
258,1,F,-1.0,3.0,4.0,M,16-25,,76.45148,9.676601,14
259,1,F,-1.0,3.0,4.0,M,26-35,,-54.161705000000005,-48.462307,8
260,1,F,-1.0,3.0,4.0,M,36-45,,47.265415000000004,14.92128,14
261,1,F,-1.0,3.0,4.0,M,46-55,,-47.665634000000004,-26.678143,15
262,1,F,-1.0,3.0,4.0,M,>=56,,-22.257929999999998,9.043280000000001,10
263,1,F,-1.0,3.0,4.0,S,16-25,,-18.35254,-53.984818000000004,8
264,1,F,-1.0,3.0,4.0,S,26-35,,-59.636646,-41.487359999999995,8
265,1,F,-1.0,3.0,4.0,S,36-45,,58.172462,26.17342,14
266,1,F,-1.0,3.0,4.0,S,46-55,,-43.32484,-30.732273,15
267,1,F,-1.0,3.0,4.0,S,>=56,,-49.307217,-13.394979500000002,11
268,1,F,-1.0,3.0,4.0,U,16-25,,43.84319,60.653732,1
269,1,F,-1.0,3.0,4.0,U,26-35,,4.5819626,88.405136,1
270,1,F,-1.0,3.0,4.0,U,36-45,,37.288727,69.93144000000001,1
271,1,F,-1.0,3.0,5.0,M,16-25,,-9.598506,21.198837,6
272,1,F,-1.0,3.0,5.0,M,26-35,,12.713783,-7.280409,2
273,1,F,-1.0,3.0,5.0,S,16-25,,32.510677,26.002548,2
274,1,F,-1.0,3.0,5.0,S,26-35,,7.435586,-10.297704,2
275,1,F,-1.0,3.0,5.0,S,36-45,,30.624391999999997,76.254654,1
276,1,F,-1.0,4.0,-1.0,M,16-25,,37.761165999999996,-0.032677718,14
277,1,F,-1.0,4.0,-1.0,M,26-35,,-43.435375,65.74597,13
278,1,F,-1.0,4.0,-1.0,M,36-45,,-49.127520000000004,-54.58164,8
279,1,F,-1.0,4.0,-1.0,M,46-55,,75.905075,28.161745,14
280,1,F,-1.0,4.0,-1.0,M,>=56,,-39.998740000000005,68.2856,13
281,1,F,-1.0,4.0,-1.0,S,16-25,,-12.824428999999999,10.316348,10
282,1,F,-1.0,4.0,-1.0,S,26-35,,-23.399199,23.26163,6
283,1,F,-1.0,4.0,-1.0,S,36-45,,34.302242,71.9646,1
284,1,F,-1.0,4.0,-1.0,S,46-55,,-17.819494,22.59088,6
285,1,F,-1.0,4.0,-1.0,S,<=15,,82.159386,-11.554975500000001,7
286,1,F,-1.0,4.0,-1.0,U,16-25,,-2.7705598,-28.898616999999998,8
287,1,F,-1.0,4.0,-1.0,U,26-35,,-4.411874,-40.068363,8
288,1,F,-1.0,4.0,-1.0,U,36-45,,-10.560016000000001,-48.94137,8
289,1,F,-1.0,4.0,-1.0,U,46-55,,-16.251472,-52.756958,8
290,1,F,-1.0,4.0,-1.0,U,>=56,,-48.422794,-55.39546,8
291,1,F,-1.0,4.0,2.0,M,16-25,,-31.932090000000002,-1.2107913000000001,11
292,1,F,-1.0,4.0,2.0,M,26-35,,-52.405357,51.857887,13
293,1,F,-1.0,4.0,2.0,M,36-45,,-56.9815,37.417595,13
294,1,F,-1.0,4.0,2.0,M,46-55,,-6.1970544,80.969,1
295,1,F,-1.0,4.0,2.0,M,>=56,,-23.162243,41.38135,6
296,1,F,-1.0,4.0,2.0,S,16-25,,83.96352399999999,19.055126,14
297,1,F,-1.0,4.0,2.0,S,26-35,,-42.567646,66.5277,13
298,1,F,-1.0,4.0,2.0,S,36-45,,-57.859382999999994,32.430458,13
299,1,F,-1.0,4.0,2.0,S,46-55,,-55.87613,42.08039,13
300,1,F,-1.0,4.0,2.0,S,>=56,,-74.12693,-27.988272,0
301,1,F,-1.0,4.0,2.0,U,26-35,,12.340655,-44.175045000000004,5
302,1,F,-1.0,4.0,3.0,M,16-25,,-36.10709,-63.45446999999999,8
303,1,F,-1.0,4.0,3.0,M,26-35,,-51.709835,-51.499905,8
304,1,F,-1.0,4.0,3.0,M,36-45,,82.9171,13.645109,14
305,1,F,-1.0,4.0,3.0,M,46-55,,-43.825684,65.35661,13
306,1,F,-1.0,4.0,3.0,M,>=56,,84.806725,-22.638182,7
307,1,F,-1.0,4.0,3.0,S,16-25,,-21.120178,-55.618835,8
308,1,F,-1.0,4.0,3.0,S,26-35,,77.89606500000001,10.133925999999999,14
309,1,F,-1.0,4.0,3.0,S,36-45,,64.76267,29.378832,14
310,1,F,-1.0,4.0,3.0,S,46-55,,-34.46537,-37.866306,15
311,1,F,-1.0,4.0,3.0,S,>=56,,-44.081726,15.730057,11
312,1,F,-1.0,4.0,3.0,U,16-25,,-54.322796,47.25029,13
313,1,F,-1.0,4.0,3.0,U,26-35,,-78.87931,49.74386,12
314,1,F,-1.0,4.0,3.0,U,36-45,,46.640384999999995,58.38895,1
315,1,F,-1.0,4.0,4.0,M,16-25,,-58.50731,-43.20343,8
316,1,F,-1.0,4.0,4.0,M,26-35,,78.73449000000001,26.484364000000003,14
317,1,F,-1.0,4.0,4.0,M,36-45,,82.42206999999999,12.910809500000001,14
318,1,F,-1.0,4.0,4.0,M,46-55,,-45.69193,63.194176,13
319,1,F,-1.0,4.0,4.0,M,>=56,,-32.26944,68.89328,13
320,1,F,-1.0,4.0,4.0,S,16-25,,-24.745955,-58.12636,8
321,1,F,-1.0,4.0,4.0,S,26-35,,77.60000600000001,10.027311,14
322,1,F,-1.0,4.0,4.0,S,36-45,,43.507065000000004,9.210104,14
323,1,F,-1.0,4.0,4.0,S,46-55,,-15.368257,10.276277,10
324,1,F,-1.0,4.0,4.0,S,>=56,,-70.30771,6.978667,17
325,1,F,-1.0,4.0,4.0,U,16-25,,3.5749204,41.009586,6
326,1,F,-1.0,4.0,4.0,U,26-35,,-95.2177,10.849447999999999,12
327,1,F,-1.0,4.0,4.0,U,36-45,,60.16261,-23.665503,4
328,1,F,-1.0,4.0,5.0,M,26-35,,63.114517000000006,-35.568394,4
329,1,F,-1.0,4.0,5.0,M,46-55,,21.967745,-40.352463,5
330,1,F,-1.0,4.0,5.0,S,16-25,,-14.987388000000001,-0.042543143,3
331,1,F,-1.0,4.0,5.0,S,26-35,,-2.387747,18.046513,6
332,1,F,-1.0,4.0,5.0,S,36-45,,7.8874664,15.707563,6
333,1,F,-1.0,5.0,-1.0,M,16-25,,5.5744489999999995,5.150493,16
334,1,F,-1.0,5.0,-1.0,M,26-35,,8.304601,-55.77823299999999,5
335,1,F,-1.0,5.0,-1.0,M,36-45,,-27.315215999999996,58.489975,13
