,user_level,gender,education,city_level,purchase_power,marital_status,age,None,x,y,cluster
37,0,F,3,4,3,M,>=56,,83.93522,5.7975035,0
38,0,F,3,4,3,S,36-45,,62.090164,8.851364,0
39,0,F,4,2,2,M,26-35,,-13.038828,-56.748665,5
40,0,M,-1,2,-1,U,16-25,,-33.184086,39.873165,3
41,0,M,-1,4,3,S,26-35,,4.8516984,20.863998,1
42,0,M,2,1,3,S,26-35,,-66.34964,-32.271935,2
43,0,M,3,4,2,S,36-45,,14.663519,44.680878,0
44,0,U,-1,-1,-1,U,U,,2.8324149,-74.10746,6
45,0,U,-1,5,-1,U,U,,-22.525766,43.10676,3
46,0,U,3,3,4,S,36-45,,8.471197,21.819948,1
47,10,F,-1,1,-1,U,26-35,,-29.580244,4.498547,1
48,10,F,-1,1,3,S,26-35,,-37.669647,20.612627,3
49,10,F,2,-1,3,M,26-35,,-8.917791,46.468052,0
50,10,F,2,2,2,M,26-35,,1.1215694,57.492493,0
51,10,F,3,1,2,S,16-25,,-33.52306,29.972872,3
52,10,F,3,2,2,M,36-45,,1.9025995,-1.3406705,1
53,10,F,3,2,2,M,46-55,,6.0809107,12.364933,1
54,10,F,3,2,4,S,26-35,,-47.444332,-48.849968,2
55,10,F,3,4,2,M,26-35,,-33.864056,40.74963,3
56,10,F,4,1,2,M,26-35,,-0.10144282,-19.243914,2
57,10,F,4,1,2,M,36-45,,-26.096802,16.750286,1
58,10,M,-1,2,-1,U,26-35,,3.5130591,21.335754,1
59,10,M,4,2,2,M,36-45,,-29.333899,2.825967,1
60,10,U,-1,-1,-1,U,U,,7.7322297,87.766754,4
61,1,F,-1,-1,-1,M,16-25,,12.7167,-36.75687,5
62,1,F,-1,-1,-1,M,26-35,,16.481644,-32.561985,5
63,1,F,-1,-1,-1,M,36-45,,-68.13218,1.2728754,7
64,1,F,-1,-1,-1,M,46-55,,-51.787056,55.035084,7
65,1,F,-1,-1,-1,M,>=56,,-46.991302,60.60826,7
66,1,F,-1,-1,-1,S,16-25,,-64.11662,-36.670277,2
67,1,F,-1,-1,-1,S,26-35,,18.655313,40.805187,0
68,1,F,-1,-1,-1,S,36-45,,-39.833866,21.841084,3
69,1,F,-1,-1,-1,S,46-55,,24.556776,44.24113,0
70,1,F,-1,-1,-1,S,>=56,,-26.374517,1.936551,1
71,1,F,-1,-1,-1,U,16-25,,0.19305255,90.166565,4
72,1,F,-1,-1,-1,U,26-35,,22.830767,78.13859,4
73,1,F,-1,-1,-1,U,36-45,,46.110138,61.427757,4
74,1,F,-1,-1,-1,U,46-55,,66.32691,51.297703,4
75,1,F,-1,-1,-1,U,>=56,,62.233505,27.731655,4
76,1,F,-1,-1,2,M,16-25,,10.899266,-90.58442,6
77,1,F,-1,-1,2,M,26-35,,64.85734,-44.63877,6
78,1,F,-1,-1,2,M,36-45,,44.463062,-6.2509294,5
79,1,F,-1,-1,2,M,46-55,,25.944809,-45.464996,5
80,1,F,-1,-1,2,M,>=56,,-57.25085,-20.61769,2
81,1,F,-1,-1,2,S,16-25,,65.69533,-7.85702,6
82,1,F,-1,-1,2,S,26-35,,46.016148,-22.129597,5
83,1,F,-1,-1,2,S,36-45,,25.826717,-13.485959,5
84,1,F,-1,-1,2,S,46-55,,-35.55041,-28.597446,2
85,1,F,-1,-1,2,S,>=56,,-2.5971763,-0.2574675,1
86,1,F,-1,-1,3,M,16-25,,74.20914,30.493416,4
87,1,F,-1,-1,3,M,26-35,,-82.704544,8.963868,7
88,1,F,-1,-1,3,M,36-45,,-67.163086,36.72196,7
89,1,F,-1,-1,3,M,46-55,,7.48842,-90.48995,6
90,1,F,-1,-1,3,M,>=56,,56.0764,-57.03499,6
91,1,F,-1,-1,3,S,16-25,,50.49807,59.192837,4
92,1,F,-1,-1,3,S,26-35,,-66.13644,2.759052,7
93,1,F,-1,-1,3,S,36-45,,-35.627666,69.32593,7
94,1,F,-1,-1,3,S,46-55,,44.5074,-30.699047,5
95,1,F,-1,-1,3,S,>=56,,40.877842,-6.865813,5
96,1,F,-1,-1,3,U,16-25,,-5.536494,39.0866,0
97,1,F,-1,-1,4,M,16-25,,-73.96748,26.980799,7
98,1,F,-1,-1,4,M,26-35,,-63.314384,40.03502,7
99,1,F,-1,-1,4,M,36-45,,73.20721,-12.215086,6
100,1,F,-1,-1,4,M,46-55,,44.066326,-68.896675,6
101,1,F,-1,-1,4,M,>=56,,-30.25072,-64.29071,5
102,1,F,-1,-1,4,S,16-25,,56.09682,56.09685,4
103,1,F,-1,-1,4,S,26-35,,-80.417175,14.204738,7
104,1,F,-1,-1,4,S,36-45,,-49.123093,57.580257,7
105,1,F,-1,-1,4,S,46-55,,60.8376,-50.955887,6
106,1,F,-1,-1,4,S,>=56,,-25.631483,17.525534,1
107,1,F,-1,-1,4,U,26-35,,-56.452297,-28.747494,2
108,1,F,-1,-1,5,M,16-25,,14.996683,5.4055777,1
109,1,F,-1,-1,5,M,36-45,,6.3341093,43.26659,0
110,1,F,-1,-1,5,S,16-25,,3.0936189,57.13562,0
111,1,F,-1,1,-1,M,16-25,,43.074116,-6.3557606,5
112,1,F,-1,1,-1,M,26-35,,10.261394,-90.81147,6
113,1,F,-1,1,-1,M,36-45,,-52.043045,55.602264,7
114,1,F,-1,1,-1,M,46-55,,36.85154,-74.78394,6
115,1,F,-1,1,-1,M,>=56,,0.7864836,-77.95788,6
116,1,F,-1,1,-1,S,16-25,,-10.800783,-57.64127,5
117,1,F,-1,1,-1,S,26-35,,-61.149113,-48.79445,2
118,1,F,-1,1,-1,S,46-55,,-39.06394,-24.452385,2
119,1,F,-1,1,-1,U,16-25,,3.8651392,88.747604,4
120,1,F,-1,1,-1,U,26-35,,40.78261,64.27518,4
121,1,F,-1,1,-1,U,36-45,,74.49494,34.14476,4
122,1,F,-1,1,-1,U,46-55,,-64.14877,3.7412083,7
123,1,F,-1,1,-1,U,>=56,,-71.666695,2.3129547,7
124,1,F,-1,1,2,M,16-25,,32.222664,-77.82987,6
125,1,F,-1,1,2,M,26-35,,0.00930973,-78.4327,6
126,1,F,-1,1,2,M,36-45,,18.77249,-29.371302,5
127,1,F,-1,1,2,M,46-55,,-40.630043,-62.718494,5
128,1,F,-1,1,2,M,>=56,,-35.179314,-11.833691,2
129,1,F,-1,1,2,S,16-25,,-71.92871,30.200308,7
130,1,F,-1,1,2,S,26-35,,-70.79443,29.343246,7
131,1,F,-1,1,2,S,36-45,,-57.00883,-20.990044,2
132,1,F,-1,1,2,S,46-55,,-64.08945,-21.9124,2
133,1,F,-1,1,2,S,>=56,,20.606863,47.62218,0
134,1,F,-1,1,2,U,16-25,,15.407432,4.7556667,1
135,1,F,-1,1,3,M,16-25,,-65.23037,5.5384626,7
136,1,F,-1,1,3,M,26-35,,-80.27841,16.90065,7
137,1,F,-1,1,3,M,36-45,,-45.319897,60.39805,7
138,1,F,-1,1,3,M,46-55,,22.378729,-19.630747,5
139,1,F,-1,1,3,M,>=56,,38.556076,-72.864174,6
140,1,F,-1,1,3,S,16-25,,52.684486,58.17074,4
141,1,F,-1,1,3,S,26-35,,-59.186623,7.250687,7
142,1,F,-1,1,3,S,36-45,,-49.036278,57.4525,7
143,1,F,-1,1,3,S,46-55,,45.719772,-13.196097,5
144,1,F,-1,1,3,S,>=56,,2.1584666,-58.049572,5
145,1,F,-1,1,3,U,16-25,,5.9452057,-53.579365,5
146,1,F,-1,1,3,U,26-35,,-19.36208,52.735283,0
147,1,F,-1,1,4,M,16-25,,-79.80532,5.6756935,7
148,1,F,-1,1,4,M,26-35,,69.37578,-38.9422,6
149,1,F,-1,1,4,M,36-45,,24.691492,-83.79044,6
150,1,F,-1,1,4,M,46-55,,-8.722202,-11.5433035,2
151,1,F,-1,1,4,M,>=56,,1.0548943,-77.042786,6
152,1,F,-1,1,4,S,16-25,,48.90974,59.94069,4
153,1,F,-1,1,4,S,26-35,,-40.374176,66.41699,7
154,1,F,-1,1,4,S,36-45,,-41.507355,64.62888,7
155,1,F,-1,1,4,S,46-55,,69.97122,-9.060299,6
156,1,F,-1,1,4,S,>=56,,23.090353,-17.672905,5
157,1,F,-1,1,4,U,26-35,,-56.119213,-25.127214,2
158,1,F,-1,1,5,M,26-35,,-3.4914622,56.20778,0
159,1,F,-1,1,5,S,16-25,,-22.74307,20.04968,1
160,1,F,-1,2,-1,M,16-25,,-68.83254,33.757034,7
161,1,F,-1,2,-1,M,26-35,,37.302986,-74.10034,6
162,1,F,-1,2,-1,M,36-45,,43.053482,63.088493,4
163,1,F,-1,2,-1,M,46-55,,-81.39012,17.000135,7
164,1,F,-1,2,-1,M,>=56,,-67.35977,36.60544,7
165,1,F,-1,2,-1,S,16-25,,63.514267,-48.295116,6
166,1,F,-1,2,-1,S,26-35,,1.222691,-76.06415,6
167,1,F,-1,2,-1,S,36-45,,-17.788853,14.74974,1
168,1,F,-1,2,-1,S,46-55,,-50.501545,-53.20625,2
169,1,F,-1,2,-1,U,16-25,,-8.434871,92.78585,4
170,1,F,-1,2,-1,U,26-35,,1.5316637,89.73472,4
171,1,F,-1,2,-1,U,36-45,,16.11806,82.87566,4
172,1,F,-1,2,-1,U,46-55,,17.207136,82.15673,4
173,1,F,-1,2,-1,U,<=15,,-3.996138,-22.739765,2
174,1,F,-1,2,-1,U,>=56,,69.10549,48.53857,4
175,1,F,-1,2,2,M,16-25,,-81.25752,9.0855875,7
176,1,F,-1,2,2,M,26-35,,-69.94846,32.48564,7
177,1,F,-1,2,2,M,36-45,,74.78338,-13.746148,6
178,1,F,-1,2,2,M,46-55,,0.053145975,-77.87905,6
179,1,F,-1,2,2,M,>=56,,-51.725346,-58.301632,2
180,1,F,-1,2,2,S,16-25,,54.974728,56.826065,4
181,1,F,-1,2,2,S,26-35,,-63.325634,4.5248833,7
182,1,F,-1,2,2,S,36-45,,71.895874,-34.017403,6
183,1,F,-1,2,2,S,46-55,,45.749752,-22.144657,5
184,1,F,-1,2,2,S,>=56,,7.1641965,8.447371,1
185,1,F,-1,2,2,U,36-45,,13.766,52.71007,0
186,1,F,-1,2,3,M,16-25,,34.25372,68.78549,4
187,1,F,-1,2,3,M,26-35,,42.74151,63.279663,4
188,1,F,-1,2,3,M,36-45,,64.71783,51.578075,4
189,1,F,-1,2,3,M,46-55,,-66.49194,35.591087,7
190,1,F,-1,2,3,M,>=56,,65.91022,-44.269215,6
191,1,F,-1,2,3,S,16-25,,9.267224,86.86711,4
192,1,F,-1,2,3,S,26-35,,43.663868,62.740307,4
193,1,F,-1,2,3,S,36-45,,74.481705,33.01481,4
194,1,F,-1,2,3,S,46-55,,-72.269714,29.197336,7
195,1,F,-1,2,3,S,>=56,,-41.166084,64.72826,7
196,1,F,-1,2,3,U,16-25,,68.586105,-9.819756,6
197,1,F,-1,2,3,U,26-35,,-25.192755,-60.530342,5
198,1,F,-1,2,3,U,36-45,,-40.72245,23.240576,3
199,1,F,-1,2,3,U,46-55,,-26.19848,42.791546,3
200,1,F,-1,2,4,M,16-25,,48.312202,60.549732,4
201,1,F,-1,2,4,M,26-35,,-77.67473,1.7485399,7
202,1,F,-1,2,4,M,36-45,,76.15017,35.02442,4
203,1,F,-1,2,4,M,46-55,,-41.256336,64.44087,7
204,1,F,-1,2,4,M,>=56,,25.107676,-83.65591,6
205,1,F,-1,2,4,S,16-25,,10.028264,86.47659,4
206,1,F,-1,2,4,S,26-35,,66.25148,50.324203,4
207,1,F,-1,2,4,S,36-45,,-66.823296,2.9265778,7
208,1,F,-1,2,4,S,46-55,,78.568184,-21.3525,6
209,1,F,-1,2,4,S,>=56,,28.555296,-3.7964432,5
210,1,F,-1,2,4,U,16-25,,4.792461,-90.20759,6
211,1,F,-1,2,4,U,26-35,,-10.404533,40.02443,0
212,1,F,-1,2,4,U,36-45,,73.15114,7.328901,0
213,1,F,-1,2,4,U,46-55,,-20.843973,-63.538322,5
214,1,F,-1,2,5,M,16-25,,36.871017,-37.97785,5
215,1,F,-1,2,5,M,26-35,,-59.827065,-41.28304,2
216,1,F,-1,2,5,M,36-45,,80.01317,6.3532233,0
217,1,F,-1,2,5,S,16-25,,-50.46558,-16.019913,2
218,1,F,-1,2,5,S,26-35,,3.8126597,21.18902,1
219,1,F,-1,3,-1,M,16-25,,-47.06785,60.03621,7
220,1,F,-1,3,-1,M,26-35,,61.79902,-7.080824,6
221,1,F,-1,3,-1,M,36-45,,58.61425,54.10752,4
222,1,F,-1,3,-1,M,46-55,,-80.38679,15.436152,7
223,1,F,-1,3,-1,M,>=56,,66.18823,-7.711699,6
224,1,F,-1,3,-1,S,16-25,,54.063293,-58.478672,6
225,1,F,-1,3,-1,S,26-35,,20.29515,-25.225712,5
226,1,F,-1,3,-1,S,36-45,,-26.077541,5.586676,1
227,1,F,-1,3,-1,S,46-55,,-6.879266,-14.351131,2
228,1,F,-1,3,-1,S,>=56,,-35.23567,13.729206,3
229,1,F,-1,3,-1,U,16-25,,-6.2198334,92.21537,4
230,1,F,-1,3,-1,U,26-35,,8.930606,87.00393,4
231,1,F,-1,3,-1,U,36-45,,27.80056,74.0113,4
232,1,F,-1,3,-1,U,46-55,,23.120682,77.933914,4
233,1,F,-1,3,-1,U,>=56,,75.28718,38.810257,4
234,1,F,-1,3,2,M,16-25,,55.52684,-57.42377,6
235,1,F,-1,3,2,M,26-35,,-61.63617,42.018166,7
236,1,F,-1,3,2,M,36-45,,71.455345,-36.259907,6
237,1,F,-1,3,2,M,46-55,,42.572353,-29.721642,5
238,1,F,-1,3,2,M,>=56,,11.56248,-54.870544,5
239,1,F,-1,3,2,S,16-25,,-66.97508,2.2726564,7
240,1,F,-1,3,2,S,26-35,,78.25655,-16.408445,6
241,1,F,-1,3,2,S,36-45,,42.320545,-70.24905,6
242,1,F,-1,3,2,S,46-55,,23.306297,-52.83453,5
243,1,F,-1,3,2,S,>=56,,-0.49028513,8.173688,1
244,1,F,-1,3,2,U,26-35,,64.05658,9.196894,0
245,1,F,-1,3,3,M,16-25,,65.817406,51.001503,4
246,1,F,-1,3,3,M,26-35,,74.649956,41.02414,4
247,1,F,-1,3,3,M,36-45,,62.19148,28.477295,4
248,1,F,-1,3,3,M,46-55,,-40.57886,65.226906,7
249,1,F,-1,3,3,M,>=56,,-32.073933,72.51659,7
250,1,F,-1,3,3,S,16-25,,23.410236,78.37948,4
251,1,F,-1,3,3,S,26-35,,54.756977,56.45315,4
252,1,F,-1,3,3,S,36-45,,-78.77451,3.099502,7
253,1,F,-1,3,3,S,46-55,,75.79648,-16.11577,6
254,1,F,-1,3,3,S,>=56,,58.95131,-53.117725,6
255,1,F,-1,3,3,U,16-25,,-35.81405,19.808485,3
256,1,F,-1,3,3,U,26-35,,-9.382383,-22.821081,2
257,1,F,-1,3,3,U,46-55,,-36.106045,15.541984,3
258,1,F,-1,3,4,M,16-25,,75.537964,39.024067,4
259,1,F,-1,3,4,M,26-35,,74.14062,40.389595,4
260,1,F,-1,3,4,M,36-45,,-78.148605,23.051004,7
261,1,F,-1,3,4,M,46-55,,71.24319,-35.63872,6
262,1,F,-1,3,4,M,>=56,,17.005917,-88.681564,6
263,1,F,-1,3,4,S,16-25,,24.519602,76.90923,4
264,1,F,-1,3,4,S,26-35,,70.88546,29.395699,4
265,1,F,-1,3,4,S,36-45,,-65.173035,3.149598,7
266,1,F,-1,3,4,S,46-55,,-59.39404,45.737206,7
267,1,F,-1,3,4,S,>=56,,76.06317,-19.39817,6
268,1,F,-1,3,4,U,16-25,,26.043953,-13.05548,5
269,1,F,-1,3,4,U,26-35,,-33.65263,-15.627888,2
270,1,F,-1,3,4,U,36-45,,-7.9877267,-25.286808,2
271,1,F,-1,3,5,M,16-25,,-12.695097,-21.363352,2
272,1,F,-1,3,5,M,26-35,,-1.6682731,48.910774,0
273,1,F,-1,3,5,S,16-25,,-68.68307,-38.074474,2
274,1,F,-1,3,5,S,26-35,,15.576238,3.5828695,1
275,1,F,-1,3,5,S,36-45,,-8.993756,-27.90873,2
276,1,F,-1,4,-1,M,16-25,,-42.604618,62.68065,7
277,1,F,-1,4,-1,M,26-35,,-26.525843,73.982475,7
278,1,F,-1,4,-1,M,36-45,,58.445843,54.678802,4
279,1,F,-1,4,-1,M,46-55,,62.356644,28.333664,4
280,1,F,-1,4,-1,M,>=56,,69.80379,-11.0931225,6
281,1,F,-1,4,-1,S,16-25,,38.926453,-42.74894,5
282,1,F,-1,4,-1,S,26-35,,29.145576,-3.0288951,5
283,1,F,-1,4,-1,S,36-45,,-57.035915,-49.10424,2
284,1,F,-1,4,-1,S,46-55,,-25.675014,-28.463324,2
285,1,F,-1,4,-1,S,<=15,,41.625687,-10.348705,5
286,1,F,-1,4,-1,U,16-25,,-6.287918,92.238335,4
287,1,F,-1,4,-1,U,26-35,,8.697548,86.92473,4
288,1,F,-1,4,-1,U,36-45,,24.0547,77.676216,4
289,1,F,-1,4,-1,U,46-55,,31.328943,70.748665,4
290,1,F,-1,4,-1,U,>=56,,49.216427,59.600155,4
291,1,F,-1,4,2,M,16-25,,54.967495,-57.722244,6
292,1,F,-1,4,2,M,26-35,,-37.36145,68.441475,7
293,1,F,-1,4,2,M,36-45,,71.98105,-33.66829,6
294,1,F,-1,4,2,M,46-55,,-56.198402,-18.651098,2
295,1,F,-1,4,2,M,>=56,,45.508175,-15.934736,5
296,1,F,-1,4,2,S,16-25,,-64.16427,3.6237404,7
297,1,F,-1,4,2,S,26-35,,-61.742844,42.47707,7
298,1,F,-1,4,2,S,36-45,,19.944527,-86.724266,6
299,1,F,-1,4,2,S,46-55,,22.559742,-85.45067,6
300,1,F,-1,4,2,S,>=56,,-32.173313,32.579136,3
301,1,F,-1,4,2,U,26-35,,-18.473991,-24.428478,2
302,1,F,-1,4,3,M,16-25,,38.18894,66.16151,4
303,1,F,-1,4,3,M,26-35,,73.694176,41.416946,4
304,1,F,-1,4,3,M,36-45,,71.78522,47.02694,4
305,1,F,-1,4,3,M,46-55,,74.624954,-32.00187,6
306,1,F,-1,4,3,M,>=56,,20.351313,-86.85396,6
307,1,F,-1,4,3,S,16-25,,20.153318,80.03107,4
308,1,F,-1,4,3,S,26-35,,67.78146,49.45304,4
309,1,F,-1,4,3,S,36-45,,61.091125,27.612976,4
310,1,F,-1,4,3,S,46-55,,74.02997,-33.26496,6
311,1,F,-1,4,3,S,>=56,,46.013706,-10.741489,5
312,1,F,-1,4,3,U,16-25,,-22.819763,-61.888084,5
313,1,F,-1,4,3,U,26-35,,-5.4454875,-20.795187,2
314,1,F,-1,4,3,U,36-45,,54.452305,14.208105,0
315,1,F,-1,4,4,M,16-25,,66.20938,50.531796,4
316,1,F,-1,4,4,M,26-35,,-66.82707,2.3045757,7
317,1,F,-1,4,4,M,36-45,,66.094315,27.892145,4
318,1,F,-1,4,4,M,46-55,,-27.496899,73.8222,7
319,1,F,-1,4,4,M,>=56,,45.76684,-67.1803,6
320,1,F,-1,4,4,S,16-25,,31.960987,70.17389,4
321,1,F,-1,4,4,S,26-35,,75.91504,35.51736,4
322,1,F,-1,4,4,S,36-45,,-63.343605,4.749587,7
323,1,F,-1,4,4,S,46-55,,27.153004,-82.3327,6
324,1,F,-1,4,4,S,>=56,,42.297554,-4.5042214,5
325,1,F,-1,4,4,U,16-25,,-62.369465,-35.800247,2
326,1,F,-1,4,4,U,26-35,,-1.758161,58.50012,0
327,1,F,-1,4,4,U,36-45,,72.90452,7.3795066,0
328,1,F,-1,4,5,M,26-35,,0.07197644,-18.465588,2
329,1,F,-1,4,5,M,46-55,,-8.785759,43.889957,0
330,1,F,-1,4,5,S,16-25,,-7.7225213,-56.42665,5
331,1,F,-1,4,5,S,26-35,,-62.73775,-22.67058,2
332,1,F,-1,4,5,S,36-45,,-7.4022493,13.2832575,1
333,1,F,-1,5,-1,M,16-25,,24.217335,-20.356575,5
334,1,F,-1,5,-1,M,26-35,,6.904858,-0.9118885,1
335,1,F,-1,5,-1,M,36-45,,63.452915,-5.571701,6
336,1,F,-1,5,-1,M,46-55,,-11.831635,-57.53092,5
337,1,F,-1,5,-1,M,>=56,,-0.6896833,-25.499935,2
338,1,F,-1,5,-1,S,26-35,,-46.047024,-20.871395,2
339,1,F,-1,5,-1,S,36-45,,46.819317,14.883689,0
340,1,F,-1,5,-1,U,16-25,,58.724663,54.704628,4
341,1,F,-1,5,-1,U,26-35,,-62.547684,5.7260194,7
342,1,F,-1,5,-1,U,36-45,,-66.16194,4.062884,7
343,1,F,-1,5,-1,U,46-55,,37.733635,-74.42132,6
344,1,F,-1,5,-1,U,>=56,,38.274208,-73.43153,6
345,1,F,-1,5,2,M,26-35,,0.75746703,-12.253469,1
346,1,F,-1,5,2,M,36-45,,19.574284,35.879192,0
347,1,F,-1,5,2,M,>=56,,-13.816913,-16.396149,2
348,1,F,-1,5,2,S,16-25,,-23.081171,-19.802965,2
349,1,F,-1,5,2,S,26-35,,-0.53130585,9.326814,1
350,1,F,-1,5,2,S,36-45,,-2.3012638,-28.9375,2
351,1,F,-1,5,2,S,46-55,,66.06454,9.758698,0
352,1,F,-1,5,2,S,>=56,,74.17141,7.55276,0
353,1,F,-1,5,3,M,16-25,,1.191883,-76.69334,6
354,1,F,-1,5,3,M,26-35,,-65.92023,-41.017017,2
355,1,F,-1,5,3,M,36-45,,50.045067,-64.23411,6
356,1,F,-1,5,3,M,46-55,,38.980312,-33.482635,5
357,1,F,-1,5,3,M,>=56,,-6.458725,47.293194,0
358,1,F,-1,5,3,S,16-25,,37.921562,-74.1401,6
359,1,F,-1,5,3,S,26-35,,53.374657,-59.164116,6
360,1,F,-1,5,3,S,36-45,,28.848143,-5.6648474,5
361,1,F,-1,5,3,S,46-55,,-1.9103456,8.8909445,1
362,1,F,-1,5,3,S,>=56,,-32.039692,44.570614,3
363,1,F,-1,5,4,M,16-25,,-1.3692533,-58.56546,5
364,1,F,-1,5,4,M,26-35,,69.02331,-38.77304,6
365,1,F,-1,5,4,M,36-45,,72.376595,-32.897747,6
366,1,F,-1,5,4,M,46-55,,-62.0308,-33.382435,2
367,1,F,-1,5,4,M,>=56,,-11.648904,-17.47003,2
368,1,F,-1,5,4,S,16-25,,62.063957,-48.302334,6
369,1,F,-1,5,4,S,26-35,,45.31991,-13.991292,5
370,1,F,-1,5,4,S,36-45,,-49.551117,-16.59674,2
371,1,F,-1,5,4,S,46-55,,-41.299854,-16.924461,2
372,1,F,-1,5,4,S,>=56,,2.6569862,-25.476152,2
373,1,F,-1,5,5,M,26-35,,0.45125598,57.72714,0
374,1,F,1,-1,-1,M,16-25,,-39.254623,10.943624,3
375,1,F,1,-1,-1,M,36-45,,-30.12883,42.258633,3
376,1,F,1,-1,-1,U,26-35,,-2.7829728,44.865383,0
377,1,F,1,-1,-1,U,36-45,,-7.3978677,46.07039,0
378,1,F,1,-1,-1,U,46-55,,32.721855,33.30092,0
379,1,F,1,-1,1,M,16-25,,-60.50974,-16.153034,2
380,1,F,1,-1,1,S,16-25,,7.027734,-51.99762,5
381,1,F,1,-1,1,S,36-45,,-41.23545,22.710032,3
382,1,F,1,-1,2,M,16-25,,-39.722446,-63.98651,5
383,1,F,1,-1,2,M,26-35,,-31.967028,72.92888,7
384,1,F,1,-1,2,M,36-45,,-11.507312,-15.395807,2
385,1,F,1,-1,2,M,>=56,,-36.506256,39.93498,3
386,1,F,1,-1,2,S,16-25,,-36.849022,69.457405,7
387,1,F,1,-1,2,S,26-35,,-1.1148412,-59.174454,5
388,1,F,1,-1,2,S,36-45,,45.819107,-15.454681,5
389,1,F,1,-1,2,S,46-55,,-55.887287,-41.0324,2
390,1,F,1,-1,3,M,16-25,,27.232943,-10.510493,5
391,1,F,1,-1,3,M,26-35,,66.68775,-42.791603,6
392,1,F,1,-1,3,M,36-45,,-27.921322,-63.34446,5
393,1,F,1,-1,3,M,46-55,,19.679626,-48.998158,5
394,1,F,1,-1,3,M,>=56,,-0.29897836,-83.769104,6
395,1,F,1,-1,3,S,16-25,,77.25362,-21.821604,6
396,1,F,1,-1,3,S,26-35,,68.69681,-40.37825,6
397,1,F,1,-1,3,S,36-45,,-30.054655,71.17139,7
398,1,F,1,-1,3,S,46-55,,22.529259,-53.000824,5
399,1,F,1,-1,3,S,>=56,,-18.080946,43.66757,3
400,1,F,1,-1,4,M,16-25,,2.593578,-20.217182,2
401,1,F,1,-1,4,M,36-45,,72.274345,7.367048,0
402,1,F,1,-1,4,S,16-25,,-6.403741,-14.429068,2
403,1,F,1,-1,4,S,26-35,,-19.97243,14.519898,1
404,1,F,1,1,-1,M,16-25,,34.84996,31.109503,0
405,1,F,1,1,-1,M,26-35,,45.266907,22.652891,0
406,1,F,1,1,-1,M,46-55,,0.4208553,14.171295,1
407,1,F,1,1,-1,M,>=56,,82.0294,6.1526017,0
408,1,F,1,1,-1,U,16-25,,63.01158,8.888218,0
409,1,F,1,1,-1,U,36-45,,23.6938,29.200377,0
410,1,F,1,1,1,M,26-35,,51.15154,19.321703,0
411,1,F,1,1,1,S,16-25,,21.757952,33.65262,0
412,1,F,1,1,2,M,16-25,,-1.9938757,-60.907757,5
413,1,F,1,1,2,M,26-35,,34.987328,-76.056496,6
414,1,F,1,1,2,M,36-45,,24.311237,-11.714803,5
415,1,F,1,1,2,M,46-55,,-25.826033,42.446053,3
